sample_id,split_role,sobol_index,package_total_power_W,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i_0116,test_iid,116,2.6314800698310137,1604.3868080091495,29.341327225008826,8,3,1.090927124023437e-09,2378559067.323779,3170827395.846487,91.52999507433724,20.523228949913346,15.671325628357643,15.709485941664282,0.9851256513848403,0.014874348581220926,3.393871014052992e-11,1.03292092592667e-10,1315,14,b9c27f32a3a2c3cbbb6b5d0698934bc394f66bcf90ca826c434ecb3d19f88727,3885fef2de421c725916c6171c8f3180690e0cb465dcf4441b8e62bb3cbba72e
v6p1i_0117,train,117,6.8338240403682,717.3428604367565,161.4695488588526,6,5,8.857727050781244e-10,8034551426.2359,11638011217.437458,65.25174911693955,97.54751916521047,74.76391636344327,76.00895420297913,0.896441758352307,0.10355824166177328,-1.4080245372553277e-11,9.233867788383132e-11,1671,13,e3acc59c2d5443d39b9abc17dc5f1404c63d37edb355a2641a546fdb587da391,4c35d3287132df3d73f615f8993659912abba05dff671bb4af2921a717fcc828
v6p1i_0118,train,118,5.284276162274183,907.7361109207022,81.63689957805552,9,8,1.163406372070312e-09,4609890220.353733,6389235258.061883,131.5782173871629,62.65273407274219,50.69796096769835,51.075858661269635,0.9439929079788673,0.056007092022399986,-1.26729831231122e-12,9.05293142637742e-11,1572,6,b8a7bb477d3dc4ff98767009da88facf3ab04d2be014ed87caf94af660861c93,4dc901b6d64927f0e7d38d0e375e44a6439b6cca81b5bdff60bac66d62fffa8e
v6p1i_0119,test_iid,119,4.176104371435941,2028.4328040474818,46.910851882089844,3,5,5.062866210937499e-10,9159508810.760456,12186757755.761759,56.125478527303734,29.32123573815727,19.408028737479064,19.474090422465835,0.9823010919664316,0.017698908024258858,9.309636077788105e-12,1.1436269103888148e-10,1245,11,417bd08d3a623d2e2a9ca95349d96a8fa2f92f71b4c687e15dfb96884cf9bfa5,71c0edb4d055727c9c247218134e2a7a4fb1e338bea705cbfa30cb7c26f38cb3
v6p1i_0120,train,120,4.975792421028018,926.7048280869526,36.21009939921866,6,8,8.710479736328121e-10,6007463565.366183,8813963304.546972,113.37028139363701,58.230206469207076,49.64415825754377,49.77070018598763,0.9696911170386607,0.030308882984088768,-2.2749543739962624e-11,9.214845218726288e-11,1449,5,036885d140aee8455d4a1f3dc032bfcb964060ad20e10f3dbbc0473dbabf115e,ccf3615d836452123832b67bd8d6f3bfdff1116c1d257b3ce6b6dad75dca2583
v6p1i_0121,train,121,5.7346860598772755,2073.454055180278,65.17308595627878,8,3,1.1660766601562486e-09,4888686194.765715,6550054763.924037,153.9768080608405,37.224752515818636,26.25482071540006,26.393039636908345,0.9770681987272531,0.02293180128626452,-1.3517700458719798e-11,1.2596998127010661e-10,1593,16,6cd02d96a5e1c7d4485061899bb764108a6532a0574c5c89b8a0d3ea0f95ad4e,fb53c1609d2a3ce73d129c5cdc557ad4218c149d0be7f03ecc157aec76657e64
v6p1i_0122,train,122,7.323604137636721,1157.73701765866,184.4628392976674,3,8,4.626464843749993e-10,15862830425.252203,17080964840.673826,172.36348372476553,96.31096460704464,50.87886618234819,52.03017846719994,0.9293722840919694,0.0706277159351964,-2.7165763760575618e-11,9.999802089476564e-11,1577,12,06eb5e4df061b0c59b31fe02f0e711601b68961c27dd5f753157d2f8cf71949a,2f0540b7934b6ed999799a862b0eabb31ba31eb55c6698fad904b9da68a518ae
v6p1i_0123,train,123,3.391792834736407,517.8908264109971,32.409497602063034,9,6,1.024627685546874e-09,3420383446.95174,5120417619.146689,184.73703417145308,65.98854975470505,59.48698451844166,59.61701752268477,0.952288242306745,0.04771175769835166,-5.096732469858187e-12,8.009894242702099e-11,1417,8,f15b7a4a6e95ff8bfa81a92d469249437dbc8c62759817706d9e4fa3db265dd4,5c7b19f9e161c4b907a370da2573102c05c8730afbccda422a15bbcb70f390c1
v6p1i_0124,train,124,3.002846953459084,1673.449563755512,144.72500203845553,4,5,7.035827636718749e-10,4232045247.7656183,4722902725.87289,108.48862381711642,22.771392153081536,15.335109476726082,15.618417340067746,0.9594230256906829,0.0405769743403564,-3.103936756159389e-11,1.145342998396888e-10,1549,13,43326f1d139fe48ca641bb21c87fc1fb39505f0f98cbd1c3511d36f5a673fa82,c18c4900bca2830fd4f39a15de6822e10829d5b766345ba4cbcac8783c3e1c06
v6p1i_0125,train,125,6.30630132276565,748.8053704273447,26.34287415241661,10,4,1.3252258300781247e-09,4841994490.805288,7773564353.356615,139.00158182109828,90.44698432664063,80.26153887545479,80.33129850482219,0.9697643006707178,0.030235699290404983,3.887719839821574e-11,8.100008078065551e-11,1475,5,ae0ba40304aaa5bcdf932427ecc3887b2cc4ddb8bdd5dcb8a5d28a0eff420719,eb49d46e7884f1a9954acfce1922e3b29789d6c5998f7fba396f4535d28cdc41
v6p1i_0126,train,126,5.342688271775843,641.1820524289672,52.3386315570458,5,2,7.100677490234369e-10,7759000776.824216,11036200163.226173,224.44155323327652,88.17394264850896,73.13628370240605,73.4643249552303,0.9433214700811575,0.05667852995687946,-3.803703043278001e-11,8.74055027829729e-11,1537,21,6aca1f3220be6f9171bd8073e2ee6121a5228bc12fffe8b69e2c5d35e468ecaf,d31f078575614ef4493f471af8891c25f324fea36578631065b89b8bf730f18e
v6p1i_0127,train,127,3.9615412149578337,1433.9070510806985,90.92873987107532,7,6,9.834289550781245e-10,4032745074.349822,5174302759.100047,86.49199452537856,34.934937927292026,24.99991965001137,25.220572831756897,0.9608710413054782,0.039128958695249245,-7.27403607637715e-13,1.0176749575532095e-10,1615,9,9bd159dd6d32e7146b73dc876579dce065d9295971ed413e9d834d74bc29ba85,6f411e5d1a8614dd0bd1b91f7ca1a42f54a8699bdab9d3918136a38b1b3c060f
