sample_id,group_id,split_role,top_h_W_m2K,bottom_h_W_m2K,package_total_power_W,source_count,layout_kind,alignment_relation,peak_deltaT_K,mean_deltaT_K,top_heat_fraction,bottom_heat_fraction,full_field_cv_rmse_K,full_field_cv_relative_rmse,full_field_max_abs_error_K,max_abs_layer_average_error_K,max_abs_layer_drop_error_K,solver_peak_minus_projected_peak_K,energy_balance_relative_error
p1g_g061_t1_b0_p1,p1g_g061,train,1400.0,20.0,6.0,7,mixed,partly_aligned,49.63162737224354,41.99138061850929,0.9872028891343915,0.012797110948283138,0.7226760183740378,0.01719526625930041,4.617313818465789,0.7883458332903501,0.9196969240094859,0.049427294341342076,-8.267464490785414e-11
p1g_g061_t1_b1_p0,p1g_g061,train,1400.0,120.0,4.0,7,mixed,partly_aligned,32.10073248331594,24.474495470798,0.9543250128844243,0.045674987233705416,1.1083309968927542,0.04469684085069427,4.8113476817078435,1.2195198856015281,1.9433300874811152,0.032980597895459596,-1.1812970046598537e-10
p1g_g061_t1_b1_p1,p1g_g061,train,1400.0,120.0,6.0,7,mixed,partly_aligned,48.15109872352883,36.71174320491537,0.954325012850158,0.0456749872321355,1.6624964952876014,0.04469684085087023,7.217021522308471,1.8292798283356433,2.9149951311258064,0.04947089684526418,-8.229348683978326e-11
p1g_g062_t0_b0_p0,p1g_g062,train,1000.0,20.0,4.0,7,edge_balanced,offset,42.42371725332163,38.679707225672,0.9823687934032918,0.017631206716866202,0.5249129420979668,0.013560663540165422,2.221057222801278,0.5175069397558332,0.8061739471913825,0.015964899532377785,-1.2015795303188526e-10
p1g_g062_t0_b0_p1,p1g_g062,train,1000.0,20.0,6.0,7,edge_balanced,offset,63.63557587794401,58.019560836510145,0.9823687933688401,0.017631206716262424,0.7873694131311819,0.013560663540360755,3.331585834137286,0.7762604096346308,1.2092609207516034,0.023947349298168774,-8.510251299960932e-11
p1g_g062_t0_b1_p0,p1g_g062,train,1000.0,120.0,4.0,7,edge_balanced,offset,40.57886770587686,33.405593260811834,0.9378555282015384,0.06214447191792204,1.4658228847305483,0.04330483260696035,6.761299046036925,1.6754501416752987,2.6082313482237396,0.015409386110206924,-1.1946042766108889e-10
p1g_g062_t0_b1_p1,p1g_g062,train,1000.0,120.0,6.0,7,edge_balanced,offset,60.868301556871586,50.10838988949419,0.9378555281686086,0.06214447191581155,2.1987343270236352,0.04330483260702943,10.141948568713929,2.513175212423505,3.9123470222056085,0.02311407916386088,-8.442013754716982e-11
p1g_g062_t1_b0_p0,p1g_g062,train,1400.0,20.0,4.0,7,edge_balanced,offset,31.339521462598896,27.97173665228237,0.9872176917261398,0.012782308392367825,0.44559238530990003,0.01591787648736165,1.8463147525439467,0.5203994268551355,0.6098153522069651,0.016042850145424836,-1.1850764813914338e-10
p1g_g062_t1_b0_p1,p1g_g062,train,1400.0,20.0,6.0,7,edge_balanced,offset,47.00928219240268,41.95760497695757,0.987217691690744,0.012782308391925628,0.6683885779547504,0.015917876487677153,2.7694721287716675,0.780599140282618,0.9147230282849819,0.02406427521520982,-8.26696535301726e-11
p1g_g062_t1_b1_p0,p1g_g062,train,1400.0,120.0,4.0,7,edge_balanced,offset,30.353591661901476,24.456049718808263,0.9543778456351661,0.04562215448291415,1.0992475348843012,0.04436769535441459,4.998737563174245,1.2201941940771235,1.9391296420896538,0.015633248265032762,-1.1808029554138955e-10
p1g_g062_t1_b1_p1,p1g_g062,train,1400.0,120.0,6.0,7,edge_balanced,offset,45.530387491407566,36.68407457693576,0.9543778456009159,0.04562215448136725,1.6488713022730068,0.04436769535452291,7.498106344503469,1.8302912910473879,2.9086944630352036,0.023449872394394333,-8.228308775078592e-11
p1g_g063_t0_b0_p0,p1g_g063,train,1000.0,20.0,4.0,4,distributed,offset,43.11458635852807,38.709018002907904,0.9823494816742717,0.01765051844589139,0.5548291736698706,0.014321978289012383,2.5617771711178534,0.5318397278881548,0.7927161185081104,0.04505087818165521,-1.2016310863005586e-10
p1g_g063_t0_b0_p1,p1g_g063,train,1000.0,20.0,6.0,4,distributed,offset,64.67187953573222,58.063527002363564,0.9823494816398236,0.01765051844528709,0.8322437604907592,0.014321978289263468,3.842665756613883,0.797759591833028,1.1890741777273774,0.06757631727066382,-8.51106592610525e-11
p1g_g063_t0_b1_p0,p1g_g063,train,1000.0,120.0,4.0,4,distributed,offset,41.26748683863559,33.42912722076134,0.9377874604157441,0.06221253970371622,1.4684226951149704,0.04334981186073633,6.922648284349862,1.6623193718725702,2.5967602610185736,0.04447740780943832,-1.1946034439436204e-10
p1g_g063_t0_b1_p1,p1g_g063,train,1000.0,120.0,6.0,4,distributed,offset,61.90123025598945,50.14369082941726,0.9377874603828179,0.06221253970159881,2.2026340426015723,0.0433498118608333,10.383972426185949,2.4934790577199806,3.8951403913991385,0.06671611171634595,-8.441675136694471e-11
p1g_g063_t1_b0_p0,p1g_g063,train,1400.0,20.0,4.0,4,distributed,offset,32.03129808709633,28.0012579303313,0.9871982846758809,0.012801715442637822,0.4836865198351099,0.017258801996416943,2.4661787623206237,0.5347308333487604,0.596364340972741,0.04506267733410141,-1.185187104707497e-10
p1g_g063_t1_b0_p1,p1g_g063,train,1400.0,20.0,6.0,4,distributed,offset,48.04694712913249,42.00188689402627,0.9871982846404924,0.0128017154421904,0.7255297797449496,0.017258801996837412,3.699268143480708,0.8020962500233395,0.8945465114373405,0.0675940159975994,-8.26828559323071e-11
p1g_g063_t1_b1_p0,p1g_g063,train,1400.0,120.0,4.0,4,distributed,offset,31.04364204917522,24.480233219755416,0.954308578690743,0.04569142142737209,1.1071023058432008,0.04463712048946747,5.160107808755072,1.2070988148695392,1.927709857119794,0.044635200720961166,-1.1811512878878716e-10
p1g_g063_t1_b1_p1,p1g_g063,train,1400.0,120.0,6.0,4,distributed,offset,46.56546307230229,36.720349828354415,0.9543085786564843,0.045691421425815566,1.660653458712458,0.044637120489616586,7.740161712886334,1.8106482222359546,2.8915647855818634,0.06695280107999224,-8.229993538518461e-11
p1g_g064_t0_b0_p0,p1g_g064,train,1000.0,20.0,4.0,3,mixed,partly_aligned,50.72491629726221,38.71722296507095,0.9823440757443025,0.01765592437575218,0.7068888598238046,0.018224761622755815,6.010409458927938,0.530100849992607,0.8141786244542573,0.0,-1.2005467106557255e-10
p1g_g064_t0_b0_p1,p1g_g064,train,1000.0,20.0,6.0,3,mixed,partly_aligned,76.0873744438507,58.075834445607,0.9823440757098334,0.017655924375147514,1.0603332897247593,0.018224761623193607,9.015614188388497,0.795151274989621,1.2212679366470525,0.0,-8.498091119690798e-11
p1g_g064_t0_b1_p0,p1g_g064,train,1000.0,120.0,4.0,3,mixed,partly_aligned,48.87418706946073,33.435715079196065,0.9377684062089637,0.062231593910400285,1.532685343952207,0.04518370854246025,7.742766159482926,1.6705241173885952,2.614722513005006,0.0,-1.19364018669188e-10
p1g_g064_t0_b1_p1,p1g_g064,train,1000.0,120.0,6.0,3,mixed,partly_aligned,73.31128060224319,50.15357261706917,0.9377684061760428,0.0622315939082807,2.2990280158605296,0.04518370854267896,11.614149238958305,2.505786175994672,3.922083769379242,0.0,-8.432358515146159e-11
p1g_g064_t1_b0_p0,p1g_g064,train,1400.0,20.0,4.0,3,mixed,partly_aligned,39.6264475431459,28.00952181795834,0.9871928520626476,0.012807148055758973,0.6529088684500364,0.023245273003024636,6.016871717488414,0.5329936663395642,0.6178694176495583,0.0,-1.1840659182305036e-10
p1g_g064_t1_b0_p1,p1g_g064,train,1400.0,20.0,6.0,3,mixed,partly_aligned,59.439671313228985,42.01428272547047,0.9871928520272558,0.012807148055314863,0.9793633026685582,0.023245273003678325,9.025307576229238,0.7994904995088064,0.92680412644944,0.0,-8.257071878089069e-11
p1g_g064_t1_b1_p0,p1g_g064,train,1400.0,120.0,4.0,3,mixed,partly_aligned,38.63518446197821,24.487002904120438,0.9542891888036258,0.04571081131439263,1.1918306485838261,0.047933066528482254,6.372467072111817,1.2153234224740004,1.9457383987196408,0.0,-1.180184144855545e-10
p1g_g064_t1_b1_p1,p1g_g064,train,1400.0,120.0,6.0,3,mixed,partly_aligned,57.95277669152733,36.7305043549002,0.9542891887693713,0.04571081131282747,1.7877459728276055,0.04793306652885576,9.558700607952858,1.8229851336436695,2.9186075979835664,0.0,-8.21987293046315e-11
p1g_g065_t0_b0_p0,p1g_g065,train,1000.0,20.0,4.0,6,edge_balanced,offset,43.76266381954906,38.73207437337774,0.9823342907301631,0.0176657093900098,0.5531134839992731,0.014269747071295375,2.4915826049968928,0.5374634341123397,0.8314468091568301,0.013084443305615423,-1.2017289593990732e-10
p1g_g065_t0_b0_p1,p1g_g065,train,1000.0,20.0,6.0,6,edge_balanced,offset,65.64399572727092,58.09811155806472,0.9823342906957312,0.017665709389401395,0.8296702259850264,0.014269747071548192,3.7373739074272976,0.8061951511693906,1.2471702137032707,0.019626664957741013,-8.513255147131933e-11
p1g_g065_t0_b1_p0,p1g_g065,train,1000.0,120.0,4.0,6,edge_balanced,offset,41.91413992893729,33.44763944562234,0.9377339171039077,0.062266083015563814,1.4791173329405896,0.04364446977207317,6.7522129209472155,1.6719718559929788,2.6371567997243233,0.012544278981920343,-1.1947155764691075e-10
p1g_g065_t0_b1_p1,p1g_g065,train,1000.0,120.0,6.0,6,edge_balanced,offset,62.87120989144637,50.17145916670782,0.9377339170709892,0.06226608301344141,2.2186759993392986,0.04364446977216701,10.1283193810836,2.5079577839007925,3.955735199458047,0.018816418473761587,-8.443062915475252e-11
p1g_g065_t1_b0_p0,p1g_g065,train,1400.0,20.0,4.0,6,edge_balanced,offset,32.67966729337911,28.024479884418533,0.9871830187504274,0.012816981368104805,0.4781253845513764,0.017047414955395142,2.435935747643157,0.5403547818385164,0.6350898306232011,0.013200371455468485,-1.1853215978185894e-10
p1g_g065_t1_b0_p1,p1g_g065,train,1400.0,20.0,6.0,6,edge_balanced,offset,49.01950093856044,42.03671982515974,0.9871830187150324,0.012816981367660374,0.7171880768181282,0.01704741495577787,3.6539036214629164,0.8105321727580872,0.9526347459110411,0.019800557180303713,-8.269278317651896e-11
p1g_g065_t1_b1_p0,p1g_g065,train,1400.0,120.0,4.0,6,edge_balanced,offset,31.690998503986407,24.499256384935055,0.9542540920997361,0.04574590801841537,1.115762392576888,0.04495650568489943,4.990114802455764,1.216772075177687,1.9681349733450588,0.012806038438782252,-1.1815147471505583e-10
p1g_g065_t1_b1_p1,p1g_g065,train,1400.0,120.0,6.0,6,edge_balanced,offset,47.5364977545222,36.74888457612091,0.9542540920654771,0.04574590801684251,1.6736435888134553,0.04495650568507507,7.485172203429499,1.8251581127001373,2.9522024599219776,0.019209057653483796,-8.231954007342779e-11
p1g_g066_t0_b0_p0,p1g_g066,train,1000.0,20.0,4.0,4,clustered,offset,43.35187481702326,38.71481584507061,0.9823456617019817,0.017654338418192472,0.5503337716925266,0.014202748440005191,2.3676354615201376,0.5213031858710337,0.7921790147892693,3.5291831466111034e-05,-1.2017414841025698e-10
p1g_g066_t0_b0_p1,p1g_g066,train,1000.0,20.0,6.0,4,clustered,offset,65.02781222347363,58.07222376559732,0.9823456616675368,0.017654338417578394,0.8255006575267203,0.01420274844028853,3.551453192286999,0.781954778807119,1.188268522155738,5.2937747511805355e-05,-8.511517879394859e-11
p1g_g066_t0_b1_p0,p1g_g066,train,1000.0,120.0,4.0,4,clustered,offset,41.50572177663628,33.43378237488841,0.93777399621197,0.0622260039076684,1.4609730231513292,0.04312021601981897,6.665283745552472,1.6647404876395058,2.5954850244524437,0.0,-1.196383964119363e-10
p1g_g066_t0_b1_p1,p1g_g066,train,1000.0,120.0,6.0,4,clustered,offset,62.25858266299031,50.15067356058993,0.937773996179042,0.06222600390546717,2.1914595346601082,0.04312021601999908,9.997925617982673,2.4971107313783136,3.8932275365623354,0.0,-8.450920518932037e-11
p1g_g066_t1_b0_p0,p1g_g066,train,1400.0,20.0,4.0,4,clustered,offset,32.26988052468653,28.007097410778144,0.9871944458485095,0.012805554270033504,0.4803835053100515,0.017134934618338146,2.3732907405766355,0.5241981817304691,0.5958401408467466,9.723357999291693e-05,-1.185429653743908e-10
p1g_g066_t1_b0_p1,p1g_g066,train,1400.0,20.0,6.0,4,clustered,offset,48.404820785512186,42.010646114692236,0.9871944458130987,0.012805554269582839,0.7205752579580575,0.0171349346187723,3.5599361108691028,0.786297272596471,0.8937602112497416,0.00014585037206416018,-8.268155142025317e-11
p1g_g066_t1_b1_p0,p1g_g066,train,1400.0,120.0,4.0,4,clustered,offset,31.283063497895398,24.48501685687406,0.9542948772864113,0.04570512283192503,1.1000498377626384,0.04433697256438831,4.902305558332216,1.2095333401480843,1.926460044764724,0.0,-1.183362990930803e-10
p1g_g066_t1_b1_p1,p1g_g066,train,1400.0,120.0,6.0,4,clustered,offset,46.924595245377645,36.72752528401796,0.9542948772521432,0.04570512283029826,1.6500747565956078,0.04433697256464794,7.353458337248924,1.8143000101614462,2.889690067059405,0.0,-8.24414610652487e-11
p1g_g067_t0_b0_p0,p1g_g067,train,1000.0,20.0,4.0,9,edge_balanced,partly_aligned,43.130053191812976,38.71372315666555,0.9823463816318045,0.017653618488388298,0.5661029305628883,0.014611771168347337,2.5447926944994492,0.5331505151622196,0.8317936731144187,0.06951245842947174,-1.201928417904341e-10
p1g_g067_t0_b0_p1,p1g_g067,train,1000.0,20.0,6.0,9,edge_balanced,partly_aligned,64.69507978567594,58.070584732977366,0.982346381597354,0.017653618487763662,0.849154395833936,0.014611771168676683,3.8171890417092413,0.799725772744182,1.2476905096520454,0.10426868764761821,-8.51176906735418e-11
p1g_g067_t0_b1_p0,p1g_g067,train,1000.0,120.0,4.0,9,edge_balanced,partly_aligned,41.28363485610038,33.43290504276284,0.9377765337387058,0.062223466380676586,1.4864588426657699,0.043879461588233706,6.779800316147771,1.6783913212286166,2.6367148028884344,0.06952938109930074,-1.1938242755471506e-10
p1g_g067_t0_b1_p1,p1g_g067,train,1000.0,120.0,6.0,9,edge_balanced,partly_aligned,61.92545228219569,50.14935756242678,0.9377765337057781,0.062223466378593405,2.2296882639255635,0.04387946158830026,10.1697004738852,2.517586981750128,3.9550722041978474,0.10429407164753002,-8.437143576382293e-11
p1g_g067_t1_b0_p0,p1g_g067,train,1400.0,20.0,4.0,9,edge_balanced,partly_aligned,32.04645931272597,28.00599687503595,0.9871951693318674,0.012804830786722347,0.4921140118795267,0.017557791805155997,2.5022094728827255,0.5360417137162017,0.6354298189347105,0.0695828271812502,-1.1858969709011014e-10
p1g_g067_t1_b0_p1,p1g_g067,train,1400.0,20.0,6.0,9,edge_balanced,partly_aligned,48.06968896760225,42.008995311071146,0.9871951692964513,0.01280483078626382,0.7381710178122356,0.017557791805607462,3.753314209319285,0.8040625705755815,0.9531447283865759,0.10437424077889546,-8.271516573528832e-11
p1g_g067_t1_b1_p0,p1g_g067,train,1400.0,120.0,4.0,9,edge_balanced,partly_aligned,31.059421860723205,24.48411531023634,0.9542974595170979,0.04570254060094692,1.1241990633704517,0.04532322886367797,5.017654085072365,1.223168484121686,1.9676581639740789,0.06959968786702575,-1.1804479616017716e-10
p1g_g067_t1_b1_p1,p1g_g067,train,1400.0,120.0,6.0,9,edge_balanced,partly_aligned,46.58913278964701,36.72617296407917,0.9542974594828239,0.04570254059940465,1.6862985950027176,0.045323228863830896,7.526481127357158,1.8347527261128107,2.951487245859994,0.10439953180667771,-8.222853879284268e-11
p1g_g068_t0_b0_p0,p1g_g068,train,1000.0,20.0,4.0,10,clustered,offset,41.55397513001776,38.718561750073846,0.9823431936711362,0.01765680644902524,0.4959612640052079,0.012800293630838152,1.890475940296767,0.5203898587369622,0.8097221349941606,0.04241958459988382,-1.2016144676496587e-10
p1g_g068_t0_b0_p1,p1g_g068,train,1000.0,20.0,6.0,10,clustered,offset,62.330962692967375,58.07784262311294,0.9823431936366802,0.01765680644842176,0.7439418959916229,0.012800293630999921,2.835713910347522,0.780584788106296,1.214583202455401,0.06362937689715409,-8.510197176588481e-11
p1g_g068_t0_b1_p0,p1g_g068,train,1000.0,120.0,4.0,10,clustered,offset,39.70673716955832,33.43679000505886,0.9377652971775318,0.062234702941905674,1.4471964919131914,0.04271817582839332,6.6709972207559645,1.6695608366262036,2.614253430723977,0.0418713528441117,-1.1943743910558524e-10
p1g_g068_t0_b1_p1,p1g_g068,train,1000.0,120.0,6.0,10,clustered,offset,59.560105752369566,50.15518500586639,0.9377652971446117,0.06223470293980262,2.170794737796617,0.04271817582842168,10.006495830795757,2.5043412548486685,3.9213801459537763,0.06280702926011372,-8.441423486142223e-11
p1g_g068_t1_b0_p0,p1g_g068,train,1400.0,20.0,4.0,10,clustered,offset,30.470719121325203,28.010870217691807,0.9871919656356445,0.012808034482874618,0.4147989902537196,0.014797972832722347,1.3731140883319881,0.5232819197509002,0.6133686903181683,0.042547664118501416,-1.1851910425297874e-10
p1g_g068_t1_b0_p1,p1g_g068,train,1400.0,20.0,6.0,10,clustered,offset,45.70607868047546,42.01630532507281,0.9871919656002394,0.012808034482433126,0.622198485370173,0.014797972832990731,2.0596711324257058,0.784922879626663,0.9200530354510192,0.06382149617979849,-8.267245221738051e-11
p1g_g068_t1_b1_p0,p1g_g068,train,1400.0,120.0,4.0,10,clustered,offset,29.48309458202243,24.48810749810174,0.9542860250000236,0.04571397511806671,1.078732297010654,0.04348803908315897,4.908496727747547,1.2143498182812777,1.9452161319173342,0.04214524247504414,-1.1809028754861117e-10
p1g_g068_t1_b1_p1,p1g_g068,train,1400.0,120.0,6.0,10,clustered,offset,44.22464187157192,36.7321612458768,0.9542860249657542,0.045713975116521983,1.6180984454615053,0.04348803908320821,7.362745091368481,1.8215247273520276,2.917824197775815,0.06321786371381677,-8.227623212360886e-11
p1g_g069_t0_b0_p0,p1g_g069,train,1000.0,20.0,4.0,9,distributed,offset,42.61126955289399,38.72307871958105,0.9823402176159444,0.01765978250421894,0.5098351051655846,0.01315693197661488,2.443860282398987,0.5236695998855794,0.8205845736026731,0.03622057450166949,-1.2016330638853212e-10
p1g_g069_t0_b0_p1,p1g_g069,train,1000.0,20.0,6.0,9,distributed,offset,63.916904327282,58.084618077379936,0.9823402175814874,0.017659782503621047,0.7647526577312603,0.013156931976771608,3.6657904235119076,0.7855043998288807,1.230876860363992,0.054330861753498993,-8.510845731872034e-11
p1g_g069_t0_b1_p0,p1g_g069,train,1000.0,120.0,4.0,9,distributed,offset,40.763647752706845,33.440416731808064,0.9377548075166591,0.06224519260280974,1.455998354665515,0.0429739033012572,6.513351998417647,1.666689301847157,2.6267046626161914,0.03567451140764888,-1.194688098449248e-10
p1g_g069_t0_b1_p1,p1g_g069,train,1000.0,120.0,6.0,9,distributed,offset,61.145471627095276,50.16062509598862,0.937754807483738,0.062245192600697136,2.1839975319262237,0.04297390330131755,9.770027997290242,2.500033952681406,3.940056993793746,0.05351176710911432,-8.443506079499248e-11
p1g_g069_t1_b0_p0,p1g_g069,train,1400.0,20.0,4.0,9,distributed,offset,31.528055327242612,28.015419626646754,0.9871889748908609,0.012811025227637798,0.4298230255397013,0.01533167586437363,2.0151868732218077,0.5265573953768694,0.6242190878143106,0.036323715012201774,-1.1849867961877258e-10
p1g_g069_t1_b0_p1,p1g_g069,train,1400.0,20.0,6.0,9,distributed,offset,47.29208298935214,42.023129438521075,0.9871889748554628,0.012811025227211096,0.6447345382964884,0.015331675864591852,3.022780309757252,0.7898360930657304,0.9363286316828976,0.05448557252509545,-8.267384924801983e-11
p1g_g069_t1_b1_p0,p1g_g069,train,1400.0,120.0,4.0,9,distributed,offset,30.5401277287707,24.491834323079217,0.9542753505414668,0.0457246495766293,1.088539274569937,0.04387765255956949,4.951098984400801,1.211477510402915,1.957658869440877,0.03592349691371055,-1.1809613703617217e-10
p1g_g069_t1_b1_p1,p1g_g069,train,1400.0,120.0,6.0,9,distributed,offset,45.810191591692444,36.73775148334271,0.9542753505072158,0.04572464957508344,1.632808911801077,0.043877652559649975,7.426648476395542,1.8172162655350803,2.9364883040612995,0.05388524537278272,-8.229926925136984e-11
p1g_g070_t0_b0_p0,p1g_g070,train,1000.0,20.0,4.0,5,mixed,partly_aligned,45.52335074949593,38.698853730926686,0.9823561785169999,0.017643821603136607,0.5862646559214205,0.01513389816293495,3.5328153724699973,0.5221063523081853,0.7996618899986174,0.06493829774143478,-1.2013646327746486e-10
p1g_g070_t0_b0_p1,p1g_g070,train,1000.0,20.0,6.0,5,mixed,partly_aligned,68.2850261222041,58.04828059439065,0.9823561784825415,0.017643821602531185,0.8793969838691366,0.015133898163232247,5.29922305870673,0.7831595284628747,1.1994928349627685,0.09740744660979317,-8.507275208365546e-11
p1g_g070_t0_b1_p0,p1g_g070,train,1000.0,120.0,4.0,5,mixed,partly_aligned,43.676182775465975,33.42096620995561,0.9378110646853233,0.06218893543412284,1.4794538106498816,0.04367363986701904,6.41337096940623,1.6751274777016079,2.6011721060617674,0.064963112178134,-1.1944611272296513e-10
p1g_g070_t0_b1_p1,p1g_g070,train,1000.0,120.0,6.0,5,mixed,partly_aligned,65.5142741612541,50.13144931320751,0.9378110646523923,0.062188935432000575,2.2191807159047405,0.0436736398671434,9.620056453877908,2.5126912164639634,3.9017581589640713,0.097444668265382,-8.439285381633965e-11
p1g_g070_t1_b0_p0,p1g_g070,train,1400.0,20.0,4.0,5,mixed,partly_aligned,34.43340150492094,27.99102066173425,0.987205014573731,0.01279498554476831,0.5195211517116798,0.01853611208474576,3.5382973209950705,0.5249958503409289,0.6033227160136789,0.0650313605434576,-1.1849930932339436e-10
p1g_g070_t1_b0_p1,p1g_g070,train,1400.0,20.0,6.0,5,mixed,partly_aligned,51.650102255888555,41.98653099113329,0.9872050145383339,0.012794985544323303,0.7792817275600661,0.01853611208521572,5.307445981498347,0.787493775511507,0.9049840739953083,0.09754704081183263,-8.265713576556995e-11
p1g_g070_t1_b1_p0,p1g_g070,train,1400.0,120.0,4.0,5,mixed,partly_aligned,33.44535811400317,24.471846963771064,0.9543325987996704,0.04566740131844522,1.1223086943217904,0.045242120280724774,5.045345847298847,1.219898345200761,1.9321221224218448,0.0650560502807025,-1.1811557981689091e-10
p1g_g070_t1_b1_p1,p1g_g070,train,1400.0,120.0,6.0,5,mixed,partly_aligned,50.16803716956247,36.70777044437402,0.9543325987654093,0.0456674013168696,1.683463041432191,0.04524212028094774,7.56801877076731,1.8298475177344926,2.8981831835377534,0.09758407541755787,-8.227896142187774e-11
p1g_g071_t0_b0_p0,p1g_g071,train,1000.0,20.0,4.0,3,edge_balanced,partly_aligned,50.44715531047501,38.71722296507376,0.9823440757442803,0.01765592437575675,0.7154724246366098,0.018447821544250065,6.0201298528675125,0.5307129375801196,0.8293485641421512,0.07739726113601364,-1.2003703586671577e-10
p1g_g071_t0_b0_p1,p1g_g071,train,1000.0,20.0,6.0,3,edge_balanced,partly_aligned,75.67073296366891,58.075834445607036,0.9823440757098202,0.017655924375147933,1.0732086369452243,0.01844782154471856,9.030194779298824,0.7960694063706342,1.2440228461824745,0.11609589170205936,-8.49681575099126e-11
p1g_g071_t0_b1_p0,p1g_g071,train,1000.0,120.0,4.0,3,edge_balanced,partly_aligned,48.59640889278768,33.435715079195894,0.9377684062089471,0.062231593910402276,1.5449511000315619,0.04555040012974003,7.987297649042546,1.6783712358633807,2.630069066485305,0.07699556260359941,-1.1934935678636904e-10
p1g_g071_t0_b1_p1,p1g_g071,train,1000.0,120.0,6.0,3,edge_balanced,partly_aligned,72.89461333723222,50.153572617067695,0.9377684061760189,0.06223159390827813,2.31742664997994,0.04555040012998023,11.980946473319534,2.517556853707106,3.9451035996011683,0.11549334390201693,-8.429703231745596e-11
p1g_g071_t1_b0_p0,p1g_g071,train,1400.0,20.0,4.0,3,edge_balanced,partly_aligned,39.35021236990116,28.009521817962824,0.987192852062635,0.012807148055765879,0.660226456471004,0.023510046139849746,6.02744289260886,0.5336122587764862,0.6330362847886022,0.07701824706845173,-1.184008412147275e-10
p1g_g071_t1_b0_p1,p1g_g071,train,1400.0,20.0,6.0,3,edge_balanced,partly_aligned,59.02531855335502,42.01428272547479,0.9871928520272407,0.012807148055319356,0.990339684700359,0.023510046140522555,9.041164338919884,0.8004183881642462,0.949554427160308,0.11552737060077334,-8.256011152507625e-11
p1g_g071_t1_b1_p0,p1g_g071,train,1400.0,120.0,4.0,3,edge_balanced,partly_aligned,38.358852042443004,24.487002904121336,0.9542891888036066,0.04571081131440086,1.2036383170391016,0.04841794869628283,6.617471160201319,1.223170205779752,1.9610831012219592,0.07653886528237308,-1.1800743715539852e-10
p1g_g071_t1_b1_p1,p1g_g071,train,1400.0,120.0,6.0,3,edge_balanced,partly_aligned,57.53827806221949,36.73050435490068,0.9542891887693581,0.045710811312831355,1.8054574755107191,0.048417948696680355,9.926206740089583,1.8347553086026096,2.941624651739005,0.11480829792105851,-8.218944043865879e-11
p1g_g072_t0_b0_p0,p1g_g072,train,1000.0,20.0,4.0,10,distributed,partly_aligned,42.829323420771004,38.70086342528072,0.9823548544076999,0.01764514571244226,0.5413937323713399,0.013978063402624839,2.3931452107302107,0.5128138395313613,0.8267060425247905,0.013635478853188943,-1.2014213235378435e-10
p1g_g072_t0_b0_p1,p1g_g072,train,1000.0,20.0,6.0,10,distributed,partly_aligned,64.24398512910028,58.05129513592206,0.9823548543732649,0.01764514571183618,0.81209059854212,0.013978063402849778,3.5897178160263934,0.7692207592974682,1.240059063752426,0.02045321827904445,-8.510100725963217e-11
p1g_g072_t0_b1_p0,p1g_g072,train,1000.0,120.0,4.0,10,distributed,partly_aligned,40.98336516035175,33.42257981665082,0.9378063976154823,0.06219360250397693,1.4736406835951548,0.043511896096918815,6.688479067504431,1.6800049993806283,2.631285032215203,0.013615767421072178,-1.1945927580470084e-10
p1g_g072_t0_b1_p1,p1g_g072,train,1000.0,120.0,6.0,10,distributed,partly_aligned,61.475047738563546,50.133869723250605,0.9378063975825635,0.062193602501855155,2.21046102532112,0.043511896097007514,10.032718600920191,2.520007498982352,3.9469275481937416,0.020423651131068254,-8.441861099051096e-11
p1g_g072_t1_b0_p0,p1g_g072,train,1400.0,20.0,4.0,10,distributed,partly_aligned,31.743902532719403,27.99304478908467,0.987203683928731,0.01279631618978009,0.4645995015363486,0.016582537541845653,2.2274616574986226,0.5157005414372975,0.630334540490253,0.013556355803473252,-1.1851112452498924e-10
p1g_g072_t1_b0_p1,p1g_g072,train,1400.0,20.0,6.0,10,distributed,partly_aligned,47.61585379756656,41.98956718215564,0.9872036838933251,0.012796316189332657,0.6968992522958299,0.01658253754221956,3.341192486245859,0.7735508121558041,0.945501810712301,0.02033453370808047,-8.265779264752619e-11
p1g_g072_t1_b1_p0,p1g_g072,train,1400.0,120.0,4.0,10,distributed,partly_aligned,30.757097203087255,24.47350510626341,0.9543278495094739,0.04567215060864023,1.1089554672124375,0.04472351425479428,5.0322479066090295,1.2247665523919409,1.96220018277711,0.013536751529613866,-1.181141434658528e-10
p1g_g072_t1_b1_p1,p1g_g072,train,1400.0,120.0,6.0,10,distributed,partly_aligned,46.135645803168586,36.7102576581138,0.9543278494752206,0.04567215060707027,1.6634332007660582,0.044723514254942025,7.5483718596794915,1.8371498285201255,2.9433002740690313,0.020305127295955572,-8.229095183054369e-11
p1g_g073_t0_b0_p0,p1g_g073,train,1000.0,20.0,4.0,3,edge_balanced,partly_aligned,50.77741897277315,38.717222965071855,0.9823440757442741,0.017655924375754348,0.7171154741442912,0.01849045074570429,6.168424413956473,0.5315975336047813,0.8288743941198504,0.02876731664707677,-1.2002841776048712e-10
p1g_g073_t0_b0_p1,p1g_g073,train,1000.0,20.0,6.0,3,edge_balanced,partly_aligned,76.16612845711336,58.07583444560579,0.9823440757098342,0.01765592437514636,1.0756732112064946,0.018490450746169396,9.252636620932321,0.7973963004078541,1.243311591147858,0.04315097496760245,-8.498049486327375e-11
